AutoID	OwnerID	VIN	Make	Model	Year	DriveTrain	EngineType	ExteriorColor	InteriorColor	Transmission
1200	624	XAOBIMU080AVB4CME	Contoso Motors	Truck	2011	FWD	6 Cylinder	Silver	Black	Automatic
1201	461	BOP2XCCXIGHE7N6TQ	Contoso Motors	Crossover	2007	FWD	8 Cylinder	Silver	Brown	Automatic
1202	571	PL239SH0GJM53U9UZ	Contoso Motors	Sedan	2016	RWD	6 Cylinder	Silver	Ivory	Automatic
1203	338	LIY5IZ7YLRSMSGGWI	Contoso Motors	Wagon	2009	AWD	6 Cylinder	White Silver	Smoke White	Automatic
1204	204	PBGJM7MBFGRQ3OH9W	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1205	471	76623FQEO37MWMVVR	Contoso Motors	SUV	2016	FWD	Hybrid	Silver	Brown	Automatic
1206	478	YSHUK8KE32XMS6ADJ	Contoso Motors	SUV	2007	FWD	Hybrid	Silver	Brown	Automatic
1207	167	LKRCL68SFDKLK42PP	Contoso Motors	Commercial	2014	AWD	8 Cylinder	Gray	Dark Gray	Automatic
1208	208	0Z42ATJI1R3D1RCQE	Contoso Motors	Convertible 2DR	2005	FWD	6 Cylinder	Deep Blue	Brown	Manual
1209	603	1ELTWJFFQHN8MGSRL	Contoso Motors	Coupe	2004	FWD	6 Cylinder	Chili Red	Black	Automatic
1210	210	C7K8EWK29HKF71V1E	Contoso Motors	Hybrid	2014	FWD	Hybrid	White Silver	Smoke White	Semi-automatic
1211	625	1X0BEZG5RFU5P2SCE	Contoso Motors	Truck	2004	FWD	6 Cylinder	Silver	Black	Automatic
1212	347	H2SIWYECXGY668PKR	Contoso Motors	Hatchback	2013	FWD	6 Cylinder	Silver	Ivory	Automatic
1213	597	XNJG3ESF0KIBQYXYC	Contoso Motors	Sedan	2004	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1214	619	1IR4Z93B2RB32ILZW	Contoso Motors	Sedan	2013	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1215	621	XF3GTQ4DXGRVOPIKZ	Contoso Motors	Sedan	2005	FWD	6 Cylinder	Racing Green	Beige	Automatic
1216	404	OM89K40I5L1PNACD9	Contoso Motors	Wagon	2011	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1217	680	VHMGA88HZ7CBE8VO9	Contoso Motors	Truck	2016	AWD	6 Cylinder	Silver	Black	Automatic
1218	691	MQFUZ427AFCL7WD2U	Contoso Motors	Truck	2004	FWD	6 Cylinder	Silver	Black	Automatic
1219	833	I3IJBG6NFJEYNQ006	Contoso Motors	Coupe	2014	FWD	6 Cylinder	Racing Green	Beige	Automatic
1220	220	0I30WSXTJIMT05NMZ	Contoso Motors	Hybrid	2014	FWD	Hybrid	Deep Blue	Brown	Semi-automatic
1221	481	NDCDLJOTWMEKBJPND	Contoso Motors	SUV	2004	FWD	Hybrid	Silver	Brown	Automatic
1222	70	BWADR3Y9RZ034T69R	Contoso Motors	Commercial	2015	AWD	8 Cylinder	Gray	Dark Gray	Automatic
1223	223	XLSP2XOXW4PSDKDMU	Contoso Motors	Convertible 2DR	2013	FWD	Hybrid	Racing Green	Beige	Manual
1224	485	2NNBYPLXMPYIGE1T5	Contoso Motors	Crossover	2011	FWD	4 Cylinder	Silver	Brown	Automatic
1225	486	GHWDQ7A3UZIL3XMVH	Contoso Motors	SUV	2005	FWD	4 Cylinder	Silver	Brown	Automatic
1226	226	DSAC1X4P9DF5Y68KQ	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1227	501	RZAW4278UQ6HPF19Q	Contoso Motors	SUV	2011	FWD	Electric	Silver	Brown	Automatic
1228	228	4A4UHN656JD1DBMX4	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Blue	Old Lace	Automatic
1229	504	JE8FF9NU4JOWBY72H	Contoso Motors	SUV	2005	FWD	8 Cylinder	Silver	Brown	Automatic
1230	230	5RBDKWDUX9ADDYK0G	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1231	231	58ZOCI38QKP897IZT	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1232	232	Z1FXORB5IZ8LWUANM	Contoso Motors	Minivan	2016	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1233	233	5O12NDTI6VVRZZJ8E	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Racing Green	Beige	Automatic
1234	234	YYPFAPQ7FR6EAEU8N	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1235	622	NJAJ6E9MSUEVP9IQB	Contoso Motors	Sedan	2007	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1236	428	L3CSZU1SEURP4WI9D	Contoso Motors	Hatchback	2005	AWD	6 Cylinder	Blue	Old Lace	Automatic
1237	645	FT4W77VTWPTOAI30M	Contoso Motors	Sedan	2011	AWD	6 Cylinder	Racing Green	Beige	Automatic
1238	682	YYUF7P2NL99J1F9WP	Contoso Motors	Sedan	2013	AWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1239	505	WQFQF43WVB7VDMIVK	Contoso Motors	SUV	2007	FWD	10 Cylinder	Silver	Brown	Automatic
1240	697	ZGL3U8RGPUDWAL5SK	Contoso Motors	Truck	2005	FWD	6 Cylinder	Silver	Black	Automatic
1241	720	T6IPJJ74Q1ZKCMA34	Contoso Motors	Truck	2007	AWD	6 Cylinder	Silver	Black	Automatic
1242	452	ETRQ5IK20QUNLMHG0	Contoso Motors	Wagon	2016	FWD	6 Cylinder	Blue	Old Lace	Automatic
1243	476	MG938KW4ROP139RKI	Contoso Motors	Hatchback	2004	FWD	6 Cylinder	Blue	Old Lace	Automatic
1244	244	E96DUTRPKKFTBZY69	Contoso Motors	Minivan	2015	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1245	245	M8FU8QCVRN89ZIRXA	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Racing Green	Beige	Automatic
1246	507	0TRTC0ZNZP8VJY56Y	Contoso Motors	Crossover	2011	FWD	3 Cylinder	Silver	Brown	Automatic
1247	482	LFMINWIJD3BDT3Z7A	Contoso Motors	Wagon	2015	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1248	739	BBAWQA6H4DGS3R6GQ	Contoso Motors	Truck	2011	AWD	6 Cylinder	Silver	Black	Automatic
1249	509	ODZH8NPF5MDVGYSIZ	Contoso Motors	Crossover	2005	RWD	6 Cylinder	Silver	Brown	Automatic
1250	717	IK3852NSY885GO899	Contoso Motors	Sedan	2011	AWD	6 Cylinder	Electric Blue	Red	Automatic
1251	500	GAXQKXF247DXMV87J	Contoso Motors	Wagon	2007	AWD	6 Cylinder	Blue	Old Lace	Automatic
1252	252	NCGT352M2HBLTB991	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Blue	Old Lace	Automatic
1253	519	NRGMCKB8AGZVYQOD8	Contoso Motors	SUV	2013	FWD	Electric	Silver	Red	Automatic
1254	526	VLJDAURTHW5D3TH3Z	Contoso Motors	SUV	2005	AWD	6 Cylinder	Silver	Brown	Automatic
1255	646	ULBEOJBJNIIY81QP0	Contoso Motors	Commercial	2015	AWD	8 Cylinder	Gray	Dark Gray	Automatic
1256	256	4W5SZGAL7ZWK0VNV3	Contoso Motors	Convertible 2DR	2004	FWD	8 Cylinder	White Silver	Smoke White	Manual
1257	881	Y46JJS1HPE59U638H	Contoso Motors	Coupe	2014	RWD	6 Cylinder	Racing Green	Beige	Automatic
1258	258	DH5KEKXT2JKA4ZGQ6	Contoso Motors	Hybrid	2014	FWD	Hybrid	Blazing Gray	Nutmeg	Semi-automatic
1259	745	4QJFB96VQMZKHAPV8	Contoso Motors	Truck	2014	FWD	6 Cylinder	Silver	Black	Automatic
1260	504	AVL35XR093PIZO6K7	Contoso Motors	Wagon	2016	AWD	6 Cylinder	White Silver	Smoke White	Automatic
1261	741	EG75SX4LRFNW9T2L8	Contoso Motors	Sedan	2005	FWD	6 Cylinder	Electric Blue	Red	Automatic
1262	742	I6GWV0XSZIQT23ZHY	Contoso Motors	Sedan	2007	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1263	743	M264PSN0D764LP4E0	Contoso Motors	Sedan	2013	FWD	6 Cylinder	Pepper White	Dark Gray	Automatic
1264	524	SB1LWHLPSQJ6PWUEU	Contoso Motors	Hatchback	2011	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1265	768	6Y4HPKD65POPBXDAU	Contoso Motors	Truck	2016	FWD	6 Cylinder	Silver	Black	Automatic
1266	824	66UVTJW2DY0O8PYMK	Contoso Motors	Truck	2005	RWD	6 Cylinder	Silver	Black	Automatic
1267	939	5HH7R527ZJOYIA8OY	Contoso Motors	Coupe	2006	AWD	6 Cylinder	Racing Green	Beige	Automatic
1268	268	XJ6KDFQ2PBQ4ZUBGB	Contoso Motors	Hybrid	2014	FWD	Hybrid	White Silver	Smoke White	Semi-automatic
1269	529	9SZFR2BHGVEAF6JOX	Contoso Motors	SUV	2011	AWD	6 Cylinder	Silver	Beige	Automatic
1270	174	NGIMR2OG7496H3DFC	Contoso Motors	Commercial	2015	AWD	8 Cylinder	Gray	Dark Gray	Automatic
1271	271	MK7GA9A923OPBECLB	Contoso Motors	Convertible 2DR	2016	FWD	Electric	Electric Blue	Red	Manual
1272	533	LAM5A9404QPQHTRAZ	Contoso Motors	Crossover	2004	FWD	Electric	Silver	Beige	Automatic
1273	534	IDEKL3UODAAI6CG4K	Contoso Motors	SUV	2005	FWD	Hybrid	Silver	Beige	Automatic
1274	274	F9CT3R8M8E4ZAHJF6	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1275	549	TM1JD19QYMFO1P574	Contoso Motors	SUV	2007	FWD	4 Cylinder	Silver	Beige	Automatic
1276	276	GTOEXK959CMD932ZB	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Blue	Old Lace	Automatic
1277	552	K1RQ6TZOABLZ68O03	Contoso Motors	SUV	2004	FWD	6 Cylinder	Silver	Beige	Automatic
1278	278	V4YYL9QFC49ZAEM49	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1279	279	LCBU82I3PQ88AJRPC	Contoso Motors	Minivan	2006	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1280	280	M0FFTDSRAVLG9AI8R	Contoso Motors	Minivan	2007	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1281	281	SJEWVZES6P40RFJ2C	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Racing Green	Beige	Automatic
1282	282	UNHJ1BS4IJDD9JJQ4	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1283	765	DRO9OF9GDWEPDU90B	Contoso Motors	Sedan	2004	FWD	6 Cylinder	Electric Blue	Red	Automatic
1284	600	AV977M67R6FW2C7UY	Contoso Motors	Wagon	2016	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1285	826	WRIDNN9F6V38KKPDJ	Contoso Motors	Sedan	2016	AWD	6 Cylinder	Volcanic Orange	White	Automatic
1286	887	AX0J6KW0FDI04F222	Contoso Motors	Sedan	2016	FWD	6 Cylinder	Silver	Ivory	Automatic
1287	553	IZGBOUOH0QDT7KX44	Contoso Motors	SUV	2005	FWD	6 Cylinder	Silver	Beige	Automatic
1288	913	JVHJQQ3CAYW85TKM6	Contoso Motors	Truck	2007	FWD	6 Cylinder	Silver	Black	Automatic
1289	937	MH96VP2EWK2CU8QLO	Contoso Motors	Truck	2011	AWD	6 Cylinder	Silver	Black	Automatic
1290	620	TEJKXNOSEJQHD43H6	Contoso Motors	Hatchback	2004	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1291	631	66FZ8F20WBAKUQR4W	Contoso Motors	Hatchback	2006	RWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1292	292	D8GCDIXB5352RWT9L	Contoso Motors	Minivan	2016	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1293	293	T5G690OUAUEORIOUO	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Racing Green	Beige	Automatic
1294	555	E6I1WU4V68P2YI9EZ	Contoso Motors	Crossover	2013	FWD	6 Cylinder	Silver	Beige	Automatic
1295	644	A8KAMYGO3AKYV081V	Contoso Motors	Wagon	2016	AWD	6 Cylinder	White Silver	Smoke White	Automatic
1296	938	3PBED0J26IA5PGY7C	Contoso Motors	Truck	2005	AWD	6 Cylinder	Silver	Black	Automatic
1297	557	5JK0ZIYX9GGG3HWD1	Contoso Motors	Crossover	2014	FWD	6 Cylinder	Silver	Beige	Automatic
1298	910	KGKU39G92BWMGN5L3	Contoso Motors	Sedan	2009	FWD	6 Cylinder	Blue	Old Lace	Automatic
1299	648	LSCQSH0E0ZO6FQXA1	Contoso Motors	Wagon	2005	AWD	6 Cylinder	Thunder Gray	Gray	Automatic
1300	300	FTX8HD931F3FMWDHA	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Blue	Old Lace	Automatic
1301	567	ONE99UYVELKPCUTDP	Contoso Motors	SUV	2016	AWD	3 Cylinder	Silver	Beige	Automatic
1302	574	MCGQ5T5PN01IP9MZ8	Contoso Motors	SUV	2005	FWD	10 Cylinder	Silver	Beige	Automatic
1303	222	UI06J0D5G0CAAFY19	Contoso Motors	Commercial	2015	AWD	8 Cylinder	Gray	Dark Gray	Automatic
1304	304	Y5SBTSW4WX021KGFA	Contoso Motors	Convertible 2DR	2011	FWD	6 Cylinder	White Silver	Smoke White	Manual
1305	73	MP0S8AKU43RPKD90V	Contoso Motors	Coupe	2004	FWD	6 Cylinder	Chili Red	Black	Automatic
1306	306	YHIK1NXRYJEB9PVH1	Contoso Motors	Hybrid	2014	FWD	Hybrid	Blazing Gray	Nutmeg	Semi-automatic
1307	960	34X7MRZ9LNSQT9DQU	Contoso Motors	Truck	2004	FWD	6 Cylinder	Silver	Black	Automatic
1308	679	2UJ2QKEYM218KRM6J	Contoso Motors	Hatchback	2012	RWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1309	935	6UHMXMW5NXMNQUAF0	Contoso Motors	Sedan	2007	AWD	6 Cylinder	Silver	Ivory	Automatic
1310	970	314QP2MUZPKE4BAFS	Contoso Motors	Sedan	2015	AWD	6 Cylinder	Blue	Old Lace	Automatic
1311	30	B13S39TMEEIO3NBHJ	Contoso Motors	Sedan	2005	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1312	683	XW440S0HCDHEM9P9F	Contoso Motors	Hatchback	2014	AWD	6 Cylinder	Electric Blue	Red	Automatic
1313	961	SPTF6X75CP3H9LH2O	Contoso Motors	Truck	2005	FWD	6 Cylinder	Silver	Black	Automatic
1314	979	22ADQR3GY64IQ96JF	Contoso Motors	Truck	2007	FWD	6 Cylinder	Silver	Black	Automatic
1315	121	RM1WZGYS9YABON8Q8	Contoso Motors	Coupe	2011	AWD	6 Cylinder	Chili Red	Black	Automatic
1316	316	UF0BKWQIZ10FZ6B9E	Contoso Motors	Hybrid	2014	FWD	Hybrid	White Silver	Smoke White	Semi-automatic
1317	577	E3EBBLYQZ88UC2Z7W	Contoso Motors	SUV	2004	FWD	6 Cylinder	Silver	Beige	Automatic
1318	702	99HNLW25GFLZEJ2PS	Contoso Motors	Commercial	2015	AWD	8 Cylinder	Gray	Dark Gray	Automatic
1319	319	TAE9Z89VLO83PHJR1	Contoso Motors	Convertible 2DR	2007	AWD	3 Cylinder	Pepper White	Dark Gray	Manual
1320	581	Y1BNRSA5R4BXLBPMK	Contoso Motors	Crossover	2011	RWD	8 Cylinder	Silver	Beige	Automatic
1321	582	GYR52YP8G2NKMLWBH	Contoso Motors	SUV	2013	FWD	10 Cylinder	Silver	Beige	Automatic
1322	322	BVMNWWVGHRTC3GEDU	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Blue	Old Lace	Automatic
1323	597	SBF0EH6V8KP76QGL4	Contoso Motors	SUV	2005	AWD	Hybrid	Silver	Beige	Automatic
1324	324	YYZWNGOX1RUWRC7XC	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1325	600	LJ6F4OZPZ9KYSBCM2	Contoso Motors	SUV	2011	AWD	Hybrid	Silver	Beige	Automatic
1326	326	QTWN80VZUV7PXBZBK	Contoso Motors	Minivan	2005	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1327	327	F7QHYEUVCVPREJVZR	Contoso Motors	Minivan	2012	FWD	6 Cylinder	Racing Green	Beige	Automatic
1328	328	ODHWMT1905X771A4G	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1329	329	5UVV52TCPL8K6P7Z0	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Electric Blue	Red	Automatic
1330	330	2PSIBOHIZGHIVTM1T	Contoso Motors	Minivan	2013	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1331	99	C3U7E7UASKXHUVXQS	Contoso Motors	Sedan	2016	FWD	6 Cylinder	Silver	Ivory	Automatic
1332	723	6Y0AHLH3LQ1AI4WXW	Contoso Motors	Hatchback	2012	AWD	6 Cylinder	Silver	Ivory	Automatic
1333	127	I40PBTA95H61CKPWB	Contoso Motors	Sedan	2007	FWD	6 Cylinder	Racing Green	Beige	Automatic
1334	150	ROVY27XJA4YWIAXG6	Contoso Motors	Sedan	2007	AWD	6 Cylinder	White Silver	Smoke White	Automatic
1335	601	M3CW0MS6MFSL5UAAD	Contoso Motors	SUV	2014	AWD	Hybrid	Silver	Beige	Automatic
1336	16	DAGVB9T3K577ZR0KK	Contoso Motors	Truck	2004	FWD	6 Cylinder	Silver	Black	Automatic
1337	33	IGFMX01JATNY81JNK	Contoso Motors	Truck	2011	FWD	6 Cylinder	Silver	Black	Automatic
1338	740	PVCT3LTTZSQN0IRET	Contoso Motors	Wagon	2004	RWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1339	744	TFPD7W5PGE4JJUPHN	Contoso Motors	Wagon	2011	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1340	340	INUX9NV7E99VIABYE	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1341	341	R9PQY8C8BV6YLW8HP	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Electric Blue	Red	Automatic
1342	603	FVX12C6OGRUE5ZY8I	Contoso Motors	Crossover	2016	AWD	Hybrid	Silver	Beige	Automatic
1343	764	K81ISYCQ22EWXGU6W	Contoso Motors	Hatchback	2007	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1344	56	WBL4WLJG14TKK0MDZ	Contoso Motors	Truck	2013	FWD	6 Cylinder	Silver	Black	Automatic
1345	605	RTJ0QA3ECF8QO010S	Contoso Motors	Crossover	2014	FWD	4 Cylinder	Silver	Beige	Automatic
1346	175	BKB70LRTCH9G77TGB	Contoso Motors	Sedan	2004	FWD	6 Cylinder	Electric Blue	Red	Automatic
1347	823	ME44GUAR7A2LB4HZD	Contoso Motors	Hatchback	2004	AWD	6 Cylinder	Electric Blue	Red	Automatic
1348	348	I1PDM5GBDKL1A46DQ	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1349	615	A66BQTFUEM23UF0YQ	Contoso Motors	SUV	2007	FWD	6 Cylinder	Silver	Beige	Automatic
1350	622	R32L45Y45CXJ1832L	Contoso Motors	SUV	2005	FWD	Hybrid	Silver	Smoke White	Automatic
1351	750	KUSBIPA04LYM2EIIP	Contoso Motors	Commercial	2015	AWD	8 Cylinder	Gray	Dark Gray	Automatic
1352	352	QYY4ASV4JLB7RCT3Y	Contoso Motors	Convertible 2DR	2013	FWD	Hybrid	Blazing Gray	Nutmeg	Manual
1353	179	R6BV391OVKDOB81RH	Contoso Motors	Coupe	2011	FWD	6 Cylinder	Chili Red	Black	Automatic
1354	354	SD1FDIMAM885VRR4K	Contoso Motors	Hybrid	2014	FWD	Hybrid	Thunder Gray	Gray	Semi-automatic
1355	57	OJ0HVO4LHFR5EJ4F5	Contoso Motors	Truck	2014	FWD	6 Cylinder	Silver	Black	Automatic
1356	827	MZGKYCHARBJTS7WZO	Contoso Motors	Hatchback	2011	AWD	6 Cylinder	Chili Red	Black	Automatic
1357	258	RMBSQDOAPJSSMRR9Q	Contoso Motors	Sedan	2010	AWD	6 Cylinder	Thunder Gray	Gray	Automatic
1358	269	ZOPYIRVU7EI9GHUMQ	Contoso Motors	Sedan	2005	FWD	6 Cylinder	Electric Blue	Red	Automatic
1359	317	D1DDKVM88RR3PLBAT	Contoso Motors	Sedan	2014	RWD	6 Cylinder	Electric Blue	Red	Automatic
1360	836	DXBHUHLUGYJDY1PNK	Contoso Motors	Wagon	2013	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1361	64	KRB9R16B5VHMT1D6R	Contoso Motors	Truck	2011	RWD	6 Cylinder	Silver	Black	Automatic
1362	81	FZC84TTVLD7HFOORL	Contoso Motors	Truck	2014	AWD	6 Cylinder	Silver	Black	Automatic
1363	313	ILVKP2FAG3WG5IM8C	Contoso Motors	Coupe	2005	AWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1364	364	3MOPQ5ZT5C38AXQ2U	Contoso Motors	Hybrid	2014	FWD	Hybrid	Blazing Gray	Nutmeg	Semi-automatic
1365	625	CY6LZH8RR2H1SAREI	Contoso Motors	SUV	2011	FWD	10 Cylinder	Silver	Red	Automatic
1366	230	OYG2928S3NRJW1YKT	Contoso Motors	Commercial	2015	AWD	8 Cylinder	Gray	Dark Gray	Automatic
1367	367	MHAK658W5TEUHITRR	Contoso Motors	Convertible 2DR	2006	FWD	6 Cylinder	Pepper White	Dark Gray	Manual
1368	629	1FVYIKXVMOTS48FD3	Contoso Motors	Crossover	2004	FWD	6 Cylinder	Silver	Black	Automatic
1369	630	GEFAEBS0H3FIVOR2J	Contoso Motors	SUV	2010	FWD	Electric	Silver	Old Lace	Automatic
1370	370	514EHHUJ1TFYIS65E	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Blue	Old Lace	Automatic
1371	645	GW9NI5JQVOG703PZB	Contoso Motors	SUV	2014	FWD	Hybrid	Silver	Silverstone	Automatic
1372	372	YEL4K5RNX940QFNL3	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1373	648	Q78598MH3T1V54KFM	Contoso Motors	SUV	2013	FWD	Hybrid	Silver	Nutmeg	Automatic
1374	374	LH732XEZDKI4Z394T	Contoso Motors	Minivan	2013	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1375	375	ICT9RIOF32THO9556	Contoso Motors	Minivan	2014	FWD	6 Cylinder	Racing Green	Beige	Automatic
1376	376	QRP61J8WWMFEC1OJ9	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1377	377	Q1FF8A1TVWBJI28E2	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Electric Blue	Red	Automatic
1378	378	D4E4HC4Y1OBFLZ63T	Contoso Motors	Minivan	2010	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1379	389	D80AUFIV83HX8YCH3	Contoso Motors	Sedan	2004	RWD	6 Cylinder	Pepper White	Dark Gray	Automatic
1380	860	2ZZD7EGUGGMKFQ18O	Contoso Motors	Hatchback	2015	RWD	6 Cylinder	Thunder Gray	Gray	Automatic
1381	415	70AVZHYLXOOVE6YOR	Contoso Motors	Sedan	2016	FWD	6 Cylinder	Chili Red	Black	Automatic
1382	435	O4URHRZXH6XPYFM6P	Contoso Motors	Sedan	2007	FWD	6 Cylinder	Electric Blue	Red	Automatic
1383	649	39GI4HW1QA7DPSHVZ	Contoso Motors	SUV	2014	FWD	6 Cylinder	Silver	Red	Automatic
1384	153	CV1U309RLIH6HDXT1	Contoso Motors	Truck	2004	AWD	6 Cylinder	Silver	Black	Automatic
1385	177	QEUZ5VK4OZ3LC3N6E	Contoso Motors	Truck	2007	FWD	6 Cylinder	Silver	Black	Automatic
1386	884	GGU564Y01QWH8GW9H	Contoso Motors	Wagon	2004	RWD	6 Cylinder	Volcanic Orange	White	Automatic
1387	919	ORR4OWHTW0CEF66X2	Contoso Motors	Hatchback	2013	AWD	6 Cylinder	Pepper White	Dark Gray	Automatic
1388	388	VDRKMX1QOU4MITQAL	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1389	389	XG8VBMCYEO2QOG8ZR	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Electric Blue	Red	Automatic
1390	651	MJ401YWXY32Z6KTKM	Contoso Motors	Crossover	2013	FWD	Hybrid	Silver	Dark Gray	Automatic
1391	936	7Q4UWJ6Q6CDFFKVAZ	Contoso Motors	Wagon	2016	AWD	6 Cylinder	Deep Blue	Brown	Automatic
1392	178	R6WSJIP4RU0PIYO36	Contoso Motors	Truck	2016	FWD	6 Cylinder	Silver	Black	Automatic
1393	653	N88SJT15AC6Y5J2R9	Contoso Motors	Crossover	2005	AWD	Electric	Silver	Black	Automatic
1394	437	0T0ZLCUSG9BVJX2VW	Contoso Motors	Sedan	2011	RWD	6 Cylinder	Pepper White	Dark Gray	Automatic
1395	956	ZY4NAV7ZN2VT1VR0K	Contoso Motors	Hatchback	2005	RWD	6 Cylinder	Volcanic Orange	White	Automatic
1396	396	60VWQA1A274G0SAVL	Contoso Motors	Minivan	2013	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1397	663	G0VMNUCY2U8RK3G1F	Contoso Motors	SUV	2006	FWD	Hybrid	Silver	Black	Automatic
1398	670	KTTD6O22EY8MVZW5S	Contoso Motors	SUV	2013	AWD	4 Cylinder	Silver	Nutmeg	Automatic
1399	278	5AYXF6STXFTDRP7GA	Contoso Motors	Commercial	2015	AWD	8 Cylinder	Gray	Dark Gray	Automatic
1400	400	CCYMU05361DPN6Y5H	Contoso Motors	Convertible 2DR	2004	FWD	Hybrid	Blazing Gray	Nutmeg	Manual
1401	323	Z4DCRPF5BA7QXDT12	Contoso Motors	Coupe	2013	FWD	6 Cylinder	Silver	Ivory	Automatic
1402	402	H7W70OJO6GKA2G5PN	Contoso Motors	Hybrid	2014	FWD	Hybrid	Thunder Gray	Gray	Semi-automatic
1403	200	SWLZX9W7G065UO78G	Contoso Motors	Truck	2016	FWD	6 Cylinder	Silver	Black	Automatic
1404	4	23QEY2EIZJ7TSBDNM	Contoso Motors	Hatchback	2004	RWD	6 Cylinder	Blue	Old Lace	Automatic
1405	85	IPPH7JTK8J2GIGIBP	Contoso Motors	Sedan	2004	FWD	8 Cylinder	Electric Blue	Red	Automatic
1406	205	KIB84CBLSYJDN2ZRD	Contoso Motors	Sedan	2014	AWD	8 Cylinder	Chili Red	Black	Automatic
1407	829	W09CFDMO31STQUN0D	Contoso Motors	Sedan	2005	FWD	8 Cylinder	Chili Red	Black	Automatic
1408	58	0OOJ8IQVRVRDAU642	Contoso Motors	Wagon	2015	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1409	201	CWKWH6MOEIGGCIFTB	Contoso Motors	Truck	2011	FWD	6 Cylinder	Silver	Black	Automatic
1410	256	2POR20L908FD1YUHI	Contoso Motors	Truck	2015	AWD	6 Cylinder	Silver	Black	Automatic
1411	371	A1VDWB1U6X26VT7LV	Contoso Motors	Coupe	2016	AWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1412	412	24EDQV9L503HDA204	Contoso Motors	Hybrid	2014	FWD	Hybrid	Thunder Gray	Gray	Semi-automatic
1413	673	F7SFZ0MU1XFQG9077	Contoso Motors	SUV	2004	AWD	6 Cylinder	Silver	Dark Gray	Automatic
